name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,offensive_index,defensive_index,speed_percentile,physical_special_bias,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,cluster,archetype
mr-rime,ice,psychic,80,85,75,110,100,70,195,215.0,0.3729372937293729,-0.1282051282051282,1.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,11,Balanced All-Rounder
mudsdale,ground,,100,125,100,55,85,35,180,235.0,0.0734323432343234,0.3888888888888889,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
muk,poison,,105,105,75,65,100,50,170,227.5,0.1765676567656765,0.2352941176470588,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,7,Generalist
munkidori,poison,psychic,88,75,66,130,90,106,205,200.0,0.8217821782178217,-0.2682926829268293,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
musharna,psychic,,116,55,85,107,95,29,162,238.0,0.0214521452145214,-0.3209876543209876,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
naganadel,poison,dragon,73,73,73,127,73,121,200,182.5,0.9282178217821784,-0.27,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,11,Balanced All-Rounder
necrozma,psychic,,97,107,101,127,89,79,234,238.5,0.462046204620462,-0.0854700854700854,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
nidoking,poison,ground,81,102,77,85,75,85,187,192.5,0.5486798679867987,0.0909090909090909,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,2,Generalist
nidoqueen,poison,ground,90,92,87,75,85,76,167,217.0,0.4463696369636963,0.1017964071856287,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,2,Generalist
nihilego,rock,poison,109,53,47,127,131,103,180,232.5,0.7929042904290429,-0.4111111111111111,1.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,4,Defensive Tank
ninetales,fire,,73,76,75,81,100,100,157,211.5,0.7533003300330033,-0.0318471337579617,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,6,Fast Attacker
ninjask,bug,flying,61,90,45,50,50,160,140,125.5,0.9966996699669968,0.2857142857142857,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,7,Generalist
noctowl,normal,flying,100,50,50,86,96,70,136,196.0,0.3729372937293729,-0.2647058823529412,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0,7,Generalist
noivern,flying,dragon,85,70,80,97,80,123,167,202.5,0.9348184818481848,-0.1616766467065868,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0,11,Balanced All-Rounder
obstagoon,dark,normal,93,90,101,60,81,95,150,228.5,0.6757425742574258,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,7,Generalist
octillery,water,,75,105,75,105,75,45,210,187.5,0.1353135313531353,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
ogerpon,grass,,80,120,84,60,96,110,180,220.0,0.8597359735973598,0.3333333333333333,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
okidogi,poison,fighting,88,128,115,58,86,80,186,245.0,0.4867986798679868,0.3763440860215054,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,0.5,0.5,0.5,0.5,1.0,0.5,1.0,2.0,1.0,1.0,1,Physical Attacker
omastar,rock,water,70,60,125,115,70,55,175,230.0,0.2153465346534653,-0.3142857142857143,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4,Defensive Tank
oranguru,normal,psychic,90,60,80,90,110,60,150,235.0,0.2599009900990099,-0.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.25,1.0,0,Fast Attacker
orbeetle,bug,psychic,60,45,110,80,120,90,125,260.0,0.6056105610561056,-0.28,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,0.25,0.5,11,Balanced All-Rounder
orthworm,steel,,70,85,145,60,55,65,145,235.0,0.3085808580858086,0.1724137931034483,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
overqwil,dark,poison,85,115,95,65,65,85,180,202.5,0.5486798679867987,0.2777777777777778,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,7,Generalist
pachirisu,electric,,60,45,70,45,90,95,90,190.0,0.6757425742574258,0.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
palkia,water,dragon,90,120,100,150,120,100,270,265.0,0.7533003300330033,-0.1111111111111111,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,Generalist
palossand,ghost,ground,85,75,110,100,75,35,175,227.5,0.0734323432343234,-0.1428571428571428,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2,Generalist
pangoro,fighting,dark,95,124,78,69,71,58,193,196.5,0.2351485148514851,0.2849740932642487,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.25,2.0,2.0,1.0,1.0,1.0,0.25,1,Physical Attacker
parasect,bug,grass,60,95,80,60,80,30,155,190.0,0.0404290429042904,0.2258064516129032,1.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,2.0,0.25,2.0,0.5,2.0,0.5,0.5,2.0,0.25,0.5,3,Balanced All-Rounder
passimian,fighting,,100,120,90,40,60,80,160,200.0,0.4867986798679868,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
pawmot,electric,fighting,70,115,70,70,60,105,185,165.0,0.8094059405940595,0.2432432432432432,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,0.5,2.0,1.0,0.5,1,Physical Attacker
pecharunt,poison,ghost,88,88,160,88,88,88,176,292.0,0.5792079207920792,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,7,Generalist
pelipper,water,flying,60,50,100,95,70,65,145,200.0,0.3085808580858086,-0.3103448275862069,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2,Generalist
perrserker,steel,,70,110,100,50,60,50,160,195.0,0.1765676567656765,0.375,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
persian,normal,,65,70,60,65,65,115,135,157.5,0.8943894389438944,0.037037037037037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
pheromosa,bug,fighting,71,137,37,137,37,151,274,109.5,0.995049504950495,0.0,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.25,1.0,0.25,1.0,0.5,2.0,0.5,1.0,4.0,0.5,0.25,1,Physical Attacker
pidgeot,normal,flying,83,80,75,70,70,101,150,186.5,0.7813531353135313,0.0666666666666666,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,0.25,1.0,7,Generalist
pincurchin,electric,,48,101,95,91,85,15,192,204.0,0.0066006600660066,0.0520833333333333,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
pinsir,bug,,65,125,100,55,70,85,180,202.5,0.5486798679867987,0.3888888888888889,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,0.5,0.5,7,Generalist
plusle,electric,,60,50,40,85,75,95,135,145.0,0.6757425742574258,-0.2592592592592592,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
politoed,water,,90,75,75,90,100,70,165,220.0,0.3729372937293729,-0.0909090909090909,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
poliwrath,water,fighting,90,95,95,70,90,70,165,230.0,0.3729372937293729,0.1515151515151515,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.5,4.0,1.0,0.5,2.0,2.0,0.5,2,Generalist
polteageist,ghost,,60,65,65,134,114,70,199,209.0,0.3729372937293729,-0.3467336683417085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,7,Generalist
porygon-z,normal,,85,80,70,135,75,90,215,187.5,0.6056105610561056,-0.2558139534883721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
primarina,water,fairy,80,74,74,126,116,60,200,230.0,0.2599009900990099,-0.26,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,10,Defensive Tank
probopass,rock,steel,60,55,145,75,150,40,130,325.0,0.1006600660066006,-0.1538461538461538,1.0,1.0,0.5,1.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.25,2.0,10,Defensive Tank
purugly,normal,,71,82,64,64,59,112,146,158.5,0.8811881188118812,0.1232876712328767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
pyukumuku,water,,55,60,130,30,130,5,90,287.5,0.0024752475247524,0.3333333333333333,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
quagsire,water,ground,95,85,85,65,65,35,150,197.5,0.0734323432343234,0.1333333333333333,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,9,Defensive Tank
quaquaval,water,fighting,85,120,80,85,75,85,205,197.5,0.5486798679867987,0.1707317073170731,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.5,4.0,1.0,0.5,2.0,2.0,0.5,2,Generalist
rabsca,bug,psychic,75,50,85,115,100,45,165,222.5,0.1353135313531353,-0.3939393939393939,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,0.25,0.5,11,Balanced All-Rounder
raging-bolt,electric,dragon,125,73,91,137,89,75,210,242.5,0.4298679867986799,-0.3047619047619048,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,Speed Sweeper
raichu,electric,,60,90,55,90,80,110,180,165.0,0.8597359735973598,0.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
raikou,electric,,90,85,75,115,100,115,200,220.0,0.8943894389438944,-0.15,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
rampardos,rock,,97,165,60,65,50,58,230,158.5,0.2351485148514851,0.4347826086956521,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,4,Defensive Tank
rapidash,fire,,65,100,70,80,80,105,180,182.5,0.8094059405940595,0.1111111111111111,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,6,Fast Attacker
raticate,normal,,55,81,60,50,70,97,131,157.5,0.7095709570957096,0.2366412213740458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
rayquaza,dragon,flying,105,150,90,150,90,95,300,232.5,0.6757425742574258,0.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0,11,Balanced All-Rounder
regice,ice,,80,50,100,100,200,50,150,340.0,0.1765676567656765,-0.3333333333333333,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,11,Balanced All-Rounder
regidrago,dragon,,200,100,50,100,50,80,200,200.0,0.4867986798679868,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,11,Balanced All-Rounder
regieleki,electric,,80,100,50,100,50,200,200,140.0,1.0,0.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5,Speed Sweeper
regigigas,normal,,110,160,110,80,110,100,240,275.0,0.7533003300330033,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
regirock,rock,,80,100,200,50,100,50,150,340.0,0.1765676567656765,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,4,Defensive Tank
registeel,steel,,80,75,150,75,150,50,150,340.0,0.1765676567656765,0.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,11,Balanced All-Rounder
relicanth,water,rock,100,90,130,45,65,55,135,245.0,0.2153465346534653,0.3333333333333333,1.0,4.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4,Defensive Tank
reshiram,dragon,fire,100,120,100,150,120,90,270,270.0,0.6056105610561056,-0.1111111111111111,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,6,Fast Attacker
reuniclus,psychic,,110,65,75,125,85,30,190,215.0,0.0404290429042904,-0.3157894736842105,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,Fast Attacker
revavroom,steel,poison,80,119,90,54,67,90,173,197.0,0.6056105610561056,0.3757225433526011,1.0,0.5,0.5,2.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,11,Balanced All-Rounder
rhyperior,ground,rock,115,140,130,55,55,40,195,242.5,0.1006600660066006,0.4358974358974359,1.0,4.0,1.0,0.5,2.0,2.0,0.5,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,Defensive Tank
ribombee,bug,fairy,60,55,60,95,70,124,150,160.0,0.9389438943894388,-0.2666666666666666,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,2.0,4.0,0.25,0.5,11,Balanced All-Rounder
rillaboom,grass,,100,125,90,60,70,85,185,210.0,0.5486798679867987,0.3513513513513513,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
roaring-moon,dragon,dark,105,139,71,55,101,119,194,224.5,0.9117161716171616,0.4329896907216495,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,11,Balanced All-Rounder
roserade,grass,poison,60,70,65,125,105,90,195,200.0,0.6056105610561056,-0.282051282051282,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,2.0,3,Balanced All-Rounder
rotom,electric,ghost,50,50,77,95,77,91,145,179.0,0.6320132013201321,-0.3103448275862069,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,5,Speed Sweeper
runerigus,ground,ghost,58,95,145,50,105,30,145,279.0,0.0404290429042904,0.3103448275862069,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2,Generalist
sableye,dark,ghost,50,75,75,65,65,50,140,165.0,0.1765676567656765,0.0714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,0.5,1.0,4.0,1.0,0.25,1.0,0.5,7,Generalist
salamence,dragon,flying,95,135,80,110,80,100,245,207.5,0.7533003300330033,0.1020408163265306,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.25,1.0,11,Balanced All-Rounder
salazzle,poison,fire,68,64,60,111,60,117,175,154.0,0.9075907590759076,-0.2685714285714285,1.0,0.5,0.5,4.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,6,Fast Attacker
samurott,water,,95,100,85,108,70,70,208,202.5,0.3729372937293729,-0.0384615384615384,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
sandaconda,ground,,72,107,125,65,70,71,172,231.0,0.4001650165016501,0.2441860465116279,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
sandslash,ground,,75,100,110,45,55,65,145,202.5,0.3085808580858086,0.3793103448275862,1.0,2.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2,Generalist
sandy-shocks,electric,ground,85,81,97,121,85,101,202,224.5,0.7813531353135313,-0.198019801980198,1.0,2.0,2.0,0.25,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
sawk,fighting,,75,125,75,30,75,85,155,187.5,0.5486798679867987,0.6129032258064516,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
sawsbuck,normal,grass,80,100,70,60,70,95,160,180.0,0.6757425742574258,0.25,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.25,1.0,3,Balanced All-Rounder
sceptile,grass,,70,85,65,105,85,120,190,185.0,0.9191419141914192,-0.1052631578947368,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
scizor,bug,steel,70,130,100,55,80,65,185,215.0,0.3085808580858086,0.4054054054054054,1.0,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,2.0,0.25,1.0,1,Physical Attacker
scolipede,bug,poison,60,100,89,55,69,112,155,188.0,0.8811881188118812,0.2903225806451613,1.0,0.5,1.0,4.0,1.0,1.0,0.5,0.25,0.5,0.5,2.0,1.0,0.5,0.25,1.0,2.0,0.5,1.0,7,Generalist
scovillain,grass,fire,65,108,65,108,65,75,216,162.5,0.4298679867986799,0.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1,Physical Attacker
scrafty,dark,fighting,65,90,115,45,115,58,135,262.5,0.2351485148514851,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.25,2.0,2.0,1.0,1.0,1.0,0.25,1,Physical Attacker
scream-tail,fairy,psychic,115,65,99,65,115,111,130,271.5,0.8754125412541254,0.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,1.0,0,Fast Attacker
seaking,water,,80,92,65,65,80,68,157,185.0,0.3432343234323432,0.1719745222929936,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
seismitoad,water,ground,105,95,75,85,75,74,180,202.5,0.4133663366336633,0.0555555555555555,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,9,Defensive Tank
serperior,grass,,75,75,95,75,95,113,150,227.5,0.8844884488448845,0.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
seviper,poison,,73,100,60,100,60,65,200,156.5,0.3085808580858086,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,7,Generalist
sharpedo,water,dark,70,120,40,95,40,95,215,115.0,0.6757425742574258,0.1162790697674418,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,2.0,2.0,0.5,0.5,2.0,0.5,2,Generalist
shedinja,bug,ghost,1,90,45,30,30,40,120,75.5,0.1006600660066006,0.5,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,7,Generalist
shiftry,grass,dark,90,100,60,90,60,80,190,165.0,0.4867986798679868,0.0526315789473684,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5,3,Balanced All-Rounder
shiinotic,grass,fairy,60,45,80,90,100,30,135,210.0,0.0404290429042904,-0.3333333333333333,1.0,0.25,2.0,0.5,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,0.25,1.0,3,Balanced All-Rounder
shuckle,bug,rock,20,10,230,10,230,5,20,470.0,0.0024752475247524,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,2.0,0.25,0.5,10,Defensive Tank
sigilyph,psychic,flying,72,58,80,103,80,97,161,196.0,0.7095709570957096,-0.2795031055900621,1.0,1.0,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.25,1.0,0,Fast Attacker
silvally,normal,,95,95,95,95,95,95,190,237.5,0.6757425742574258,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,7,Generalist
simipour,water,,75,98,63,98,63,101,196,163.5,0.7813531353135313,0.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,2,Generalist
simisage,grass,,75,98,63,98,63,101,196,163.5,0.7813531353135313,0.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,3,Balanced All-Rounder
simisear,fire,,75,98,63,98,63,101,196,163.5,0.7813531353135313,0.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,6,Fast Attacker
sinistcha,grass,ghost,71,60,106,121,80,70,181,221.5,0.3729372937293729,-0.3370165745856354,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,2.0,0.5,2.0,2.0,0.5,0.5,0.5,1.0,3,Balanced All-Rounder
sirfetchd,fighting,,62,135,95,68,82,65,203,208.0,0.3085808580858086,0.3300492610837438,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,1,Physical Attacker
skarmory,steel,flying,65,80,140,40,70,70,120,242.5,0.3729372937293729,0.3333333333333333,1.0,0.5,0.5,2.0,0.25,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,2.0,11,Balanced All-Rounder
skeledirge,fire,ghost,104,75,100,110,75,66,185,227.0,0.3325082508250825,-0.1891891891891892,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,1.0,6,Fast Attacker
skuntank,poison,dark,103,93,67,71,61,84,164,179.5,0.5247524752475248,0.1341463414634146,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,7,Generalist
