name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,id,offensive_index,defensive_index,speed_percentile,physical_special_bias,physical_bulk,special_bulk,bulk_bias,offense_to_bulk_ratio,speed_to_bulk_ratio,special_bulk_percentile,physical_bulk_percentile,type_defense_normal,type_defense_fire,type_defense_water,type_defense_grass,type_defense_electric,type_defense_ice,type_defense_fighting,type_defense_poison,type_defense_ground,type_defense_flying,type_defense_psychic,type_defense_bug,type_defense_rock,type_defense_ghost,type_defense_dragon,type_defense_dark,type_defense_steel,type_defense_fairy,bst,cluster,archetype
weavile,dark,ice,70,120,65,45,85,125,,165,185.0,0.931185944363104,0.4545454545454545,4550,5950,0.1333333333333333,0.8918918870708546,0.6756756720233748,0.3865300146412884,0.1742313323572474,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,510,4,Physical Attacker
weezing,poison,,65,90,120,85,70,60,,175,222.5,0.2532942898975109,0.0285714285714285,7800,4550,-0.2631578947368421,0.786516850397677,0.2696629201363464,0.1530014641288433,0.6303074670571011,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,490,3,Balanced All-Rounder
whimsicott,grass,fairy,60,67,85,77,75,116,,144,190.0,0.890190336749634,-0.0694444444444444,5100,4500,-0.0625,0.7578947328531856,0.6105263125761773,0.1405563689604685,0.2474377745241581,1.0,0.25,2.0,0.5,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,0.25,1.0,480,8,Balanced All-Rounder
whiscash,water,ground,110,78,73,76,71,60,,154,199.0,0.2532942898975109,0.0129870129870129,8030,7810,-0.0138888888888888,0.7738693428448777,0.301507536173329,0.664714494875549,0.664714494875549,1.0,4.0,0.5,0.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,4.0,1.0,468,1,Balanced All-Rounder
wigglytuff,normal,fairy,140,70,45,85,50,45,,155,165.0,0.1332357247437774,-0.0967741935483871,6300,7000,0.0526315789473684,0.9393939337006428,0.2727272710743801,0.5439238653001464,0.4238653001464129,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,0.25,1.0,435,2,Defensive Tank
wo-chien,dark,grass,85,85,100,95,135,70,,180,277.5,0.3623718887262079,-0.0555555555555555,8500,11475,0.1489361702127659,0.648648646311176,0.2522522513432351,0.9282576866764276,0.7291361639824304,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5,570,8,Defensive Tank
wobbuffet,psychic,,190,33,58,33,58,33,,66,211.0,0.0592972181551976,0.0,11020,11020,0.0,0.3127962070483592,0.1563981035241796,0.9158125915080528,0.8916544655929722,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,405,0,Balanced All-Rounder
wugtrio,water,,35,100,50,50,70,120,,150,137.5,0.9055636896046853,0.3333333333333333,1750,2450,0.1666666666666666,1.0909090829752066,0.8727272663801654,0.0161054172767203,0.0051244509516837,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,425,10,Physical Attacker
wyrdeer,normal,psychic,103,105,72,105,75,65,,210,198.5,0.3008784773060029,0.0,7416,7725,0.0204081632653061,1.057934503486476,0.327455917745814,0.6544655929721815,0.575402635431918,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.25,1.0,525,0,Balanced All-Rounder
xatu,psychic,flying,65,75,70,95,70,95,,170,172.5,0.6654465592972182,-0.1176470588235294,4550,4550,0.0,0.9855072406637262,0.5507246344885528,0.1530014641288433,0.1742313323572474,1.0,1.0,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.25,1.0,470,0,Balanced All-Rounder
xerneas,fairy,,126,131,95,131,98,99,,262,256.0,0.7130307467057101,0.0,11970,12348,0.0155440414507772,1.0234374960021972,0.3867187484893798,0.9568081991215228,0.924597364568082,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,680,2,Balanced All-Rounder
xurkitree,electric,,83,89,71,173,71,83,,262,183.5,0.5029282576866764,-0.3206106870229007,5893,5893,0.0,1.4277929077504474,0.4523160738293402,0.3806734992679356,0.3733528550512445,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,570,8,Balanced All-Rounder
yanmega,bug,flying,86,76,86,116,56,95,,192,185.0,0.6654465592972182,-0.2083333333333333,7396,4816,-0.2112676056338028,1.0378378322279036,0.5135135107377649,0.1976573938506588,0.5724743777452416,1.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,1.0,0.5,2.0,2.0,0.5,0.5,1.0,2.0,0.25,0.5,515,3,Balanced All-Rounder
yveltal,dark,flying,126,131,95,131,98,99,,262,256.0,0.7130307467057101,0.0,11970,12348,0.0155440414507772,1.0234374960021972,0.3867187484893798,0.9568081991215228,0.924597364568082,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,680,3,Balanced All-Rounder
zacian,fairy,,92,120,115,80,115,138,,200,276.0,0.980234260614934,0.2,10580,10580,0.0,0.7246376785339215,0.4999999981884058,0.9004392386530015,0.8777452415812591,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,660,2,Speed Sweeper
zamazenta,fighting,,92,120,115,80,115,138,,200,276.0,0.980234260614934,0.2,10580,10580,0.0,0.7246376785339215,0.4999999981884058,0.9004392386530015,0.8777452415812591,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,1.0,1.0,2.0,1.0,0.5,660,3,Speed Sweeper
zangoose,normal,,73,115,60,60,60,90,,175,156.5,0.5966325036603221,0.3142857142857143,4380,4380,0.0,1.118210855474691,0.575079868529841,0.1295754026354319,0.1530014641288433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,458,3,Physical Attacker
zapdos,electric,flying,90,90,85,125,90,100,,215,220.0,0.7379209370424598,-0.1627906976744186,7650,8100,0.0285714285714285,0.9772727228305784,0.4545454524793388,0.6998535871156661,0.6134699853587116,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,580,8,Fast Attacker
zarude,dark,grass,105,120,105,70,95,105,,190,252.5,0.7920937042459737,0.2631578947368421,11025,9975,-0.05,0.7524752445446525,0.4158415825115185,0.8455344070278185,0.8945827232796486,1.0,0.5,2.0,0.5,1.0,1.0,0.5,0.5,2.0,0.5,2.0,0.25,2.0,2.0,0.5,0.5,0.5,0.5,600,8,Fast Attacker
zebstrika,electric,,75,100,63,80,63,116,,180,163.5,0.890190336749634,0.1111111111111111,4725,4725,0.0,1.1009174244592206,0.7094801179848311,0.1698389458272328,0.1903367496339678,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,497,8,Fast Attacker
zekrom,dragon,electric,100,150,120,120,100,90,,270,270.0,0.5966325036603221,0.1111111111111111,12000,10000,-0.0909090909090909,0.9999999962962964,0.3333333320987654,0.8587115666178624,0.9297218155197656,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,680,8,Physical Attacker
zeraora,electric,,88,112,75,102,80,143,,214,199.0,0.9838945827232796,0.0467289719626168,6600,7040,0.032258064516129,1.0753768790182066,0.7185929612131007,0.5461200585651538,0.4707174231332357,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,600,8,Speed Sweeper
zoroark,dark,,60,105,60,120,60,105,,225,150.0,0.7920937042459737,-0.0666666666666666,3600,3600,0.0,1.49999999,0.6999999953333333,0.0534407027818448,0.0644216691068814,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,510,3,Fast Attacker
jellicent-male,water,ghost,100,60,70,85,105,60,593.0,145,225.0,0.2532942898975109,-0.1724137931034483,7000,10500,0.2,0.6444444415802469,0.2666666654814815,0.8938506588579795,0.5212298682284041,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.5,0.5,2.0,1.0,480,10,Balanced All-Rounder
rotom-heat,electric,fire,50,65,107,105,107,86,10008.0,170,239.0,0.5585651537335286,-0.2352941176470588,5350,5350,0.0,0.7112970681535687,0.3598326344776877,0.301610541727672,0.3001464128843338,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.25,1.0,2.0,1.0,520,5,Balanced All-Rounder
rotom-wash,electric,water,50,65,107,105,107,86,10009.0,170,239.0,0.5585651537335286,-0.2352941176470588,5350,5350,0.0,0.7112970681535687,0.3598326344776877,0.301610541727672,0.3001464128843338,1.0,2.0,1.0,0.25,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,520,5,Balanced All-Rounder
rotom-frost,electric,ice,50,65,107,105,107,86,10010.0,170,239.0,0.5585651537335286,-0.2352941176470588,5350,5350,0.0,0.7112970681535687,0.3598326344776877,0.301610541727672,0.3001464128843338,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,520,2,Balanced All-Rounder
rotom-fan,electric,flying,50,65,107,105,107,86,10011.0,170,239.0,0.5585651537335286,-0.2352941176470588,5350,5350,0.0,0.7112970681535687,0.3598326344776877,0.301610541727672,0.3001464128843338,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,520,8,Balanced All-Rounder
rotom-mow,electric,grass,50,65,107,105,107,86,10012.0,170,239.0,0.5585651537335286,-0.2352941176470588,5350,5350,0.0,0.7112970681535687,0.3598326344776877,0.301610541727672,0.3001464128843338,1.0,0.5,4.0,0.25,0.5,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,0.25,1.0,0.5,1.0,520,8,Balanced All-Rounder
castform-sunny,fire,,70,70,70,70,70,70,10013.0,140,175.0,0.3623718887262079,0.0,4900,4900,0.0,0.7999999954285715,0.3999999977142857,0.2174231332357247,0.2298682284040995,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,420,6,Balanced All-Rounder
castform-rainy,water,,70,70,70,70,70,70,10014.0,140,175.0,0.3623718887262079,0.0,4900,4900,0.0,0.7999999954285715,0.3999999977142857,0.2174231332357247,0.2298682284040995,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,420,10,Balanced All-Rounder
castform-snowy,ice,,70,70,70,70,70,70,10015.0,140,175.0,0.3623718887262079,0.0,4900,4900,0.0,0.7999999954285715,0.3999999977142857,0.2174231332357247,0.2298682284040995,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,420,2,Defensive Tank
kyurem-black,dragon,ice,125,170,100,120,90,95,10022.0,290,252.5,0.6654465592972182,0.1724137931034483,12500,11250,-0.0526315789473684,1.148514846936575,0.3762376222723262,0.9231332357247438,0.939238653001464,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,1.0,700,2,Physical Attacker
kyurem-white,dragon,ice,125,120,90,170,100,95,10023.0,290,252.5,0.6654465592972182,-0.1724137931034483,11250,12500,0.0526315789473684,1.148514846936575,0.3762376222723262,0.9663250366032212,0.9011713030746704,1.0,0.5,0.5,2.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.25,1.0,700,2,Balanced All-Rounder
kyogre-primal,water,,100,150,90,180,160,90,10077.0,330,300.0,0.5966325036603221,-0.0909090909090909,9000,16000,0.28,1.0999999963333331,0.299999999,0.9875549048316252,0.7598828696925329,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,770,10,Balanced All-Rounder
groudon-primal,ground,fire,100,180,160,150,90,90,10078.0,330,300.0,0.5966325036603221,0.0909090909090909,16000,9000,-0.28,1.0999999963333331,0.299999999,0.7767203513909224,0.9846266471449489,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,4.0,1.0,770,1,Physical Attacker
hoopa-unbound,psychic,dark,80,160,60,170,130,80,10086.0,330,230.0,0.4721815519765739,-0.0303030303030303,4800,10400,0.3684210526315789,1.434782602457467,0.3478260854442344,0.8792093704245973,0.2035139092240117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,680,0,Balanced All-Rounder
raticate-alola,dark,normal,75,71,70,40,80,77,10092.0,111,187.5,0.4355783308931186,0.2792792792792792,5250,6000,0.0666666666666666,0.5919999968426667,0.4106666644764444,0.4004392386530014,0.2767203513909224,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,413,3,Balanced All-Rounder
raticate-totem-alola,dark,normal,75,71,70,40,80,77,10093.0,111,187.5,0.4355783308931186,0.2792792792792792,5250,6000,0.0666666666666666,0.5919999968426667,0.4106666644764444,0.4004392386530014,0.2767203513909224,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,413,3,Balanced All-Rounder
raichu-alola,electric,psychic,60,85,50,95,85,110,10100.0,180,165.0,0.8448023426061494,-0.0555555555555555,3000,5100,0.2592592592592592,1.0909090842975206,0.6666666626262626,0.240117130307467,0.0380673499267935,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,485,8,Fast Attacker
sandslash-alola,ice,steel,75,100,120,25,65,65,10102.0,125,222.5,0.3008784773060029,0.6,9000,4875,-0.2972972972972973,0.5617977502840551,0.2921348301477086,0.205710102489019,0.7598828696925329,1.0,0.25,0.25,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,2.0,450,2,Physical Attacker
ninetales-alola,ice,fairy,73,67,75,81,100,109,10104.0,148,211.5,0.8257686676427526,-0.0945945945945946,5475,7300,0.1428571428571428,0.6997635900720398,0.5153664278233265,0.5951683748169839,0.3213762811127379,1.0,0.25,0.5,2.0,1.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,0.25,1.0,505,2,Defensive Tank
dugtrio-alola,ground,steel,35,100,60,50,70,110,10106.0,150,147.5,0.8448023426061494,0.3333333333333333,2100,2450,0.0769230769230769,1.0169491456478024,0.7457627068083884,0.0161054172767203,0.0102489019033674,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,425,0,Physical Attacker
persian-alola,dark,,65,60,60,75,65,115,10108.0,135,157.5,0.8806734992679356,-0.1111111111111111,3900,4225,0.04,0.8571428517006803,0.7301587255228017,0.1222547584187408,0.0937042459736456,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,440,3,Balanced All-Rounder
golem-alola,rock,electric,80,120,130,55,65,45,10111.0,175,235.0,0.1332357247437774,0.3714285714285714,10400,5200,-0.3333333333333333,0.7446808478949751,0.1914893608872793,0.2562225475841874,0.8601756954612005,1.0,2.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,4.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,495,5,Balanced All-Rounder
muk-alola,poison,dark,105,105,75,65,100,50,10113.0,170,227.5,0.1756954612005856,0.2352941176470588,7875,10500,0.1428571428571428,0.7472527439681198,0.2197802188141528,0.8938506588579795,0.6405563689604685,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,500,3,Balanced All-Rounder
exeggutor-alola,grass,dragon,95,105,85,125,75,45,10114.0,230,207.5,0.1332357247437774,-0.0869565217391304,8075,7125,-0.0625,1.1084337295979096,0.2168674688343736,0.5644216691068814,0.678623718887262,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,1.0,530,8,Balanced All-Rounder
marowak-alola,fire,ghost,60,80,110,50,80,45,10115.0,130,220.0,0.1332357247437774,0.2307692307692307,6600,4800,-0.1578947368421052,0.5909090882231405,0.2045454536157024,0.1881405563689604,0.4707174231332357,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,1.0,425,6,Balanced All-Rounder
greninja-battle-bond,water,dark,72,95,67,103,71,122,10116.0,198,174.0,0.9187408491947292,-0.0404040404040404,4824,5112,0.0289855072463768,1.137931027942925,0.7011494212577619,0.2474377745241581,0.2108345534407028,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,2.0,2.0,0.5,0.5,2.0,0.5,530,10,Fast Attacker
greninja-ash,water,dark,72,145,67,153,71,132,10117.0,298,174.0,0.9560761346998536,-0.0268456375838926,4824,5112,0.0289855072463768,1.71264366831814,0.7586206852952835,0.2474377745241581,0.2108345534407028,1.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,2.0,2.0,0.5,0.5,2.0,0.5,640,10,Speed Sweeper
gumshoos-totem,normal,,88,110,60,55,60,45,10121.0,165,164.0,0.1332357247437774,0.3333333333333333,5280,5280,0.0,1.0060975548408686,0.2743902422293278,0.2906295754026354,0.287701317715959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,418,3,Balanced All-Rounder
vikavolt-totem,bug,electric,77,70,90,145,75,43,10122.0,215,203.5,0.1112737920937042,-0.3488372093023256,6930,5775,-0.0909090909090909,1.056511051319356,0.2113022102638712,0.3653001464128843,0.513909224011713,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.5,0.5,500,8,Balanced All-Rounder
lurantis-totem,grass,,70,105,90,80,90,45,10128.0,185,215.0,0.1332357247437774,0.1351351351351351,6300,6300,0.0,0.8604651122769065,0.2093023246078961,0.4465592972181552,0.4238653001464129,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,1.0,480,8,Balanced All-Rounder
salazzle-totem,poison,fire,68,64,60,111,60,117,10129.0,175,154.0,0.8938506588579795,-0.2685714285714285,4080,4080,0.0,1.1363636289846517,0.7597402548068815,0.0834553440702781,0.1112737920937042,1.0,0.5,0.5,4.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,0.25,0.5,0.5,1.0,2.0,2.0,480,6,Fast Attacker
magearna-original,steel,fairy,80,95,115,130,115,65,10147.0,225,270.0,0.3008784773060029,-0.1555555555555555,9200,9200,0.0,0.8333333302469136,0.2407407398491083,0.8001464128843339,0.7825768667642753,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,600,2,Defensive Tank
marowak-totem,fire,ghost,60,80,110,50,80,45,10149.0,130,220.0,0.1332357247437774,0.2307692307692307,6600,4800,-0.1578947368421052,0.5909090882231405,0.2045454536157024,0.1881405563689604,0.4707174231332357,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,2.0,1.0,425,6,Balanced All-Rounder
ribombee-totem,bug,fairy,60,55,60,95,70,124,10150.0,150,160.0,0.9253294289897512,-0.2666666666666666,3600,4200,0.0769230769230769,0.937499994140625,0.7749999951562501,0.109809663250366,0.0644216691068814,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,2.0,4.0,0.25,0.5,464,4,Fast Attacker
araquanid-totem,water,bug,68,70,92,50,132,42,10153.0,120,258.0,0.1054172767203514,0.1666666666666666,6256,8976,0.1785714285714285,0.4651162772669912,0.1627906970434469,0.7650073206442167,0.4165446559297218,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,0.5,2.0,1.0,0.5,454,3,Defensive Tank
togedemaru-totem,electric,steel,65,98,63,40,73,96,10154.0,138,168.5,0.6896046852122987,0.4202898550724637,4095,4745,0.0735294117647058,0.8189910930623674,0.5697329343042556,0.1778916544655929,0.1156661786237188,1.0,0.5,1.0,0.5,0.25,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,435,2,Physical Attacker
necrozma-dusk,psychic,steel,97,157,127,113,109,77,10155.0,270,284.5,0.4355783308931186,0.1629629629629629,12319,10573,-0.0762711864406779,0.9490333885798476,0.2706502626690676,0.8975109809663251,0.9370424597364568,1.0,0.5,0.5,1.0,0.5,2.0,2.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,2.0,680,0,Physical Attacker
necrozma-dawn,psychic,ghost,97,113,109,157,127,77,10156.0,270,284.5,0.4355783308931186,-0.1629629629629629,10573,12319,0.0762711864406779,0.9490333885798476,0.2706502626690676,0.9546120058565154,0.8740849194729137,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,680,0,Balanced All-Rounder
necrozma-ultra,psychic,dragon,97,167,97,167,97,129,10157.0,334,242.5,0.9414348462664714,0.0,9409,9409,0.0,1.3773195819491977,0.5319587606929536,0.808199121522694,0.7906295754026355,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.25,1.0,754,0,Speed Sweeper
rapidash-galar,psychic,fairy,65,100,70,80,80,105,10163.0,180,182.5,0.7920937042459737,0.1111111111111111,4550,5200,0.0666666666666666,0.9863013644586228,0.5753424626008632,0.2562225475841874,0.1742313323572474,1.0,0.5,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.25,1.0,500,0,Fast Attacker
slowbro-galar,poison,psychic,95,100,95,100,70,30,10165.0,200,212.5,0.0373352855051244,0.0,9025,6650,-0.1515151515151515,0.9411764661591696,0.1411764699238754,0.5102489019033675,0.7745241581259151,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,2.0,490,3,Balanced All-Rounder
weezing-galar,poison,fairy,65,90,120,85,70,60,10167.0,175,222.5,0.2532942898975109,0.0285714285714285,7800,4550,-0.2631578947368421,0.786516850397677,0.2696629201363464,0.1530014641288433,0.6303074670571011,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,490,2,Defensive Tank
articuno-galar,psychic,flying,90,85,85,125,100,95,10169.0,210,230.0,0.6654465592972182,-0.1904761904761904,7650,9000,0.081081081081081,0.9130434742911152,0.4130434764650283,0.7767203513909224,0.6134699853587116,1.0,1.0,1.0,2.0,0.5,1.0,4.0,2.0,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.25,1.0,580,0,Balanced All-Rounder
zapdos-galar,fighting,flying,90,125,90,85,90,100,10170.0,210,225.0,0.7379209370424598,0.1904761904761904,8100,8100,0.0,0.9333333291851852,0.4444444424691358,0.6998535871156661,0.6896046852122987,2.0,1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0.5,580,3,Fast Attacker
moltres-galar,dark,flying,90,85,90,100,125,90,10171.0,185,260.0,0.5966325036603221,-0.081081081081081,8100,11250,0.1627906976744186,0.7115384588017751,0.3461538448224852,0.9231332357247438,0.6896046852122987,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,580,3,Balanced All-Rounder
slowking-galar,poison,psychic,95,65,80,110,110,30,10172.0,175,237.5,0.0373352855051244,-0.2571428571428571,7600,10450,0.1578947368421052,0.7368421021606648,0.1263157889418282,0.8857979502196194,0.6017569546120058,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,2.0,490,3,Balanced All-Rounder
stunfisk-galar,ground,steel,109,81,99,66,84,32,10180.0,147,237.5,0.0556368960468521,0.1020408163265306,10791,9156,-0.081967213114754,0.6189473658149585,0.1347368415379501,0.7964860907759883,0.8828696925329429,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,471,0,Balanced All-Rounder
cramorant-gulping,flying,water,70,85,55,85,95,85,10182.0,170,185.0,0.5314787701317716,0.0,3850,6650,0.2666666666666666,0.9189189139517896,0.4594594569758948,0.5102489019033675,0.0834553440702781,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,475,10,Balanced All-Rounder
cramorant-gorging,flying,water,70,85,55,85,95,85,10183.0,170,185.0,0.5314787701317716,0.0,3850,6650,0.2666666666666666,0.9189189139517896,0.4594594569758948,0.5102489019033675,0.0834553440702781,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,475,10,Balanced All-Rounder
zacian-crowned,fairy,steel,92,150,115,80,115,148,10188.0,230,276.0,0.986822840409956,0.3043478260869565,10580,10580,0.0,0.8333333303140097,0.5362318821151019,0.9004392386530015,0.8777452415812591,1.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.25,2.0,700,2,Speed Sweeper
